Id,Aspect,Elevation,Hillshade_3pm,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Slope,Vertical_Distance_To_Hydrology,Cover_Type,Wilderness,Soil
9859,168,3407,135,232,243,663,60,2760,19,7,7,Wilderness_Area3,Soil_Type35
2073,58,2803,143,223,230,631,228,450,4,7,5,Wilderness_Area1,Soil_Type30
12076,4,1927,116,149,147,666,120,95,36,78,6,Wilderness_Area4,Soil_Type5
7410,319,2459,183,183,226,644,30,690,14,9,6,Wilderness_Area3,Soil_Type17
6997,17,2622,137,208,210,979,571,658,14,111,3,Wilderness_Area4,Soil_Type11
14602,342,2807,164,200,226,1130,0,794,10,0,1,Wilderness_Area3,Soil_Type23
11988,27,2203,104,201,179,306,474,626,24,184,3,Wilderness_Area4,Soil_Type5
4826,159,2378,152,223,240,1744,450,582,3,157,4,Wilderness_Area4,Soil_Type6
6790,234,2753,207,178,253,1860,150,1006,22,59,5,Wilderness_Area3,Soil_Type4
8902,47,3075,63,216,163,1638,270,3314,29,56,1,Wilderness_Area3,Soil_Type31
11003,172,2489,145,229,246,785,67,926,14,14,3,Wilderness_Area3,Soil_Type4
8915,75,2843,27,239,161,1945,124,2247,33,59,2,Wilderness_Area3,Soil_Type13
5614,2,2378,146,193,203,1092,283,1307,18,121,3,Wilderness_Area4,Soil_Type10
9828,143,3243,121,240,236,150,201,1989,15,18,7,Wilderness_Area3,Soil_Type35
10645,23,3305,139,214,218,4867,170,1825,10,10,1,Wilderness_Area2,Soil_Type22
9643,306,3425,199,166,226,2940,698,4838,18,212,7,Wilderness_Area3,Soil_Type39
13033,84,2167,129,231,227,564,0,1400,7,0,4,Wilderness_Area4,Soil_Type14
6899,304,3239,203,162,226,1448,242,4402,20,60,7,Wilderness_Area1,Soil_Type38
11325,257,2521,230,143,243,1103,450,450,28,-78,3,Wilderness_Area3,Soil_Type4
201,319,2893,192,164,217,4667,150,5825,20,43,2,Wilderness_Area1,Soil_Type24
7457,112,3093,102,245,223,845,201,830,15,-2,1,Wilderness_Area1,Soil_Type29
4653,113,2200,76,251,211,1273,42,1018,22,13,4,Wilderness_Area4,Soil_Type3
6581,84,3246,97,241,212,932,324,794,16,73,7,Wilderness_Area3,Soil_Type39
2887,74,2073,104,236,212,277,30,990,14,0,4,Wilderness_Area4,Soil_Type10
2873,33,2206,61,189,140,636,150,743,36,25,6,Wilderness_Area4,Soil_Type10
6679,151,2543,134,235,240,977,134,513,12,17,3,Wilderness_Area4,Soil_Type6
7007,126,2711,145,227,237,1355,0,1463,4,0,5,Wilderness_Area3,Soil_Type10
2178,309,2037,211,130,207,769,60,108,29,34,3,Wilderness_Area4,Soil_Type17
2799,301,2773,186,189,235,811,0,2164,11,0,5,Wilderness_Area3,Soil_Type31
7856,27,3405,132,214,212,2071,591,3132,13,166,7,Wilderness_Area3,Soil_Type39
12034,34,3376,146,219,228,2282,0,2701,5,0,7,Wilderness_Area1,Soil_Type38
10287,55,3409,145,222,231,626,537,859,4,-44,7,Wilderness_Area2,Soil_Type38
8940,281,3261,200,181,241,2012,757,3375,14,190,1,Wilderness_Area3,Soil_Type31
9176,135,3322,124,239,235,3255,180,1931,12,0,7,Wilderness_Area1,Soil_Type38
4575,41,2289,145,220,229,384,0,150,5,0,4,Wilderness_Area4,Soil_Type11
2421,266,2902,187,197,244,1530,0,2143,9,0,5,Wilderness_Area3,Soil_Type23
5377,86,2451,132,230,229,1126,190,819,7,33,3,Wilderness_Area4,Soil_Type6
2819,33,2234,112,213,196,228,400,466,19,184,6,Wilderness_Area4,Soil_Type2
10454,342,3468,166,156,190,1661,350,1144,26,187,7,Wilderness_Area2,Soil_Type39
6479,335,3065,165,205,231,2296,30,3378,7,4,1,Wilderness_Area1,Soil_Type23
13767,120,2822,128,236,233,732,330,2093,9,56,2,Wilderness_Area3,Soil_Type10
8945,301,3379,195,178,233,2512,30,2469,15,3,7,Wilderness_Area3,Soil_Type38
10801,226,2564,214,141,243,1211,67,1549,38,34,3,Wilderness_Area3,Soil_Type3
9881,47,2962,127,224,217,1733,402,778,10,-8,1,Wilderness_Area3,Soil_Type32
2531,289,2162,237,99,209,497,120,335,36,94,3,Wilderness_Area4,Soil_Type10
10840,78,2453,61,242,187,1036,0,1155,25,0,6,Wilderness_Area3,Soil_Type10
12484,150,2884,121,240,237,1008,120,295,17,29,5,Wilderness_Area3,Soil_Type33
8627,252,3357,166,213,241,2114,228,1080,3,18,1,Wilderness_Area3,Soil_Type32
1235,41,2750,95,216,186,1972,256,268,22,71,5,Wilderness_Area1,Soil_Type29
5892,82,2360,119,234,222,1173,0,752,10,0,4,Wilderness_Area4,Soil_Type5
12947,343,2362,165,161,193,306,150,277,25,61,3,Wilderness_Area4,Soil_Type10
10857,222,2410,180,206,251,1173,0,1015,11,0,6,Wilderness_Area3,Soil_Type16
8106,27,2611,132,214,212,1879,361,1627,13,29,6,Wilderness_Area3,Soil_Type10
4000,225,2332,165,215,242,1087,361,1279,3,144,4,Wilderness_Area4,Soil_Type6
12171,123,2043,80,251,216,691,30,671,23,7,4,Wilderness_Area4,Soil_Type1
14964,89,2362,61,248,194,957,30,560,24,7,6,Wilderness_Area3,Soil_Type4
2855,77,2731,125,232,224,732,0,1253,9,0,1,Wilderness_Area3,Soil_Type31
10078,63,3319,117,230,216,1758,888,1405,12,194,7,Wilderness_Area3,Soil_Type40
9958,81,2806,67,244,193,1312,95,1477,23,53,5,Wilderness_Area3,Soil_Type33
4562,300,2177,219,131,216,883,175,870,28,89,6,Wilderness_Area4,Soil_Type10
3463,31,2102,127,216,209,849,30,1383,14,-2,4,Wilderness_Area4,Soil_Type17
2238,31,3091,145,219,228,1201,400,1500,6,-83,1,Wilderness_Area1,Soil_Type29
13287,71,2492,113,233,216,1631,42,270,12,9,4,Wilderness_Area4,Soil_Type5
2631,61,2036,52,229,168,351,30,319,29,14,6,Wilderness_Area4,Soil_Type1
9540,286,3298,179,201,240,3127,180,4961,7,14,7,Wilderness_Area3,Soil_Type38
11368,67,2686,129,228,224,5993,430,1673,8,4,2,Wilderness_Area1,Soil_Type12
3445,8,2011,143,202,209,295,30,240,15,2,4,Wilderness_Area4,Soil_Type14
5331,317,2463,198,150,212,666,424,1159,24,193,3,Wilderness_Area4,Soil_Type10
6183,112,3134,90,248,217,607,339,437,18,80,2,Wilderness_Area3,Soil_Type32
14762,104,3337,99,245,219,1077,212,757,15,56,7,Wilderness_Area2,Soil_Type24
3107,212,2340,180,205,253,633,342,816,15,83,3,Wilderness_Area4,Soil_Type6
4227,344,2255,155,114,149,1482,153,1167,40,111,3,Wilderness_Area4,Soil_Type10
3014,93,2760,138,228,232,1020,60,360,5,-16,2,Wilderness_Area1,Soil_Type30
5180,112,2284,47,254,196,1782,150,509,29,59,4,Wilderness_Area4,Soil_Type3
13205,68,2287,71,236,188,1639,60,360,23,35,4,Wilderness_Area4,Soil_Type4
1748,111,3233,145,225,236,1896,134,3448,3,4,7,Wilderness_Area1,Soil_Type38
837,55,3162,126,226,219,3501,190,2871,10,23,2,Wilderness_Area1,Soil_Type29
670,60,3205,140,224,229,4817,570,2797,5,63,1,Wilderness_Area1,Soil_Type39
9963,75,2808,58,241,183,1342,108,1492,25,52,5,Wilderness_Area3,Soil_Type33
2784,288,2122,237,102,211,711,120,192,35,45,3,Wilderness_Area4,Soil_Type10
5680,63,2321,139,225,229,1399,0,1082,5,0,4,Wilderness_Area4,Soil_Type10
570,25,3021,134,213,213,4662,564,3847,12,21,1,Wilderness_Area1,Soil_Type29
883,63,2666,109,232,211,228,212,1176,14,19,2,Wilderness_Area1,Soil_Type23
3330,198,2331,167,215,251,811,335,1207,14,37,4,Wilderness_Area4,Soil_Type2
5949,329,2335,178,179,219,451,0,1443,16,0,6,Wilderness_Area4,Soil_Type17
899,310,2918,182,191,233,1693,124,5031,11,10,5,Wilderness_Area1,Soil_Type23
6088,346,2423,162,177,204,384,42,1320,20,8,6,Wilderness_Area4,Soil_Type10
360,51,2889,94,225,193,3049,362,2689,20,66,2,Wilderness_Area1,Soil_Type29
3788,316,2320,202,136,204,663,323,1231,28,171,3,Wilderness_Area4,Soil_Type10
13340,55,2929,93,228,196,408,95,2281,19,-1,1,Wilderness_Area3,Soil_Type13
4848,145,2160,107,244,232,242,30,1482,21,9,4,Wilderness_Area4,Soil_Type3
6703,39,2892,149,220,232,1536,277,859,3,60,5,Wilderness_Area3,Soil_Type11
10218,63,3363,96,233,202,134,685,618,17,153,7,Wilderness_Area2,Soil_Type38
13072,319,2382,183,182,226,780,108,1091,14,12,6,Wilderness_Area4,Soil_Type10
11456,54,2985,115,227,211,5130,277,4395,13,53,1,Wilderness_Area1,Soil_Type29
14941,186,2471,157,221,250,1332,175,972,16,67,3,Wilderness_Area3,Soil_Type3
8484,231,3332,172,210,246,1501,391,1003,6,37,7,Wilderness_Area3,Soil_Type32
4687,311,2162,177,196,234,1468,0,691,9,0,4,Wilderness_Area4,Soil_Type16
707,90,2733,139,227,232,2315,60,1364,5,-1,5,Wilderness_Area1,Soil_Type23
12080,348,2786,161,180,205,2021,192,1279,19,-15,6,Wilderness_Area3,Soil_Type13
2851,312,2225,204,143,211,234,247,457,26,165,3,Wilderness_Area4,Soil_Type10
3173,312,2073,202,150,215,201,0,541,24,0,4,Wilderness_Area4,Soil_Type4
14863,104,2521,143,226,234,2314,60,2391,4,-2,6,Wilderness_Area3,Soil_Type17
1301,65,2818,89,234,199,1618,247,270,19,135,5,Wilderness_Area1,Soil_Type29
10675,22,2511,137,212,214,1861,30,1869,12,2,6,Wilderness_Area3,Soil_Type17
7371,48,3383,122,224,214,1542,150,2927,12,34,7,Wilderness_Area3,Soil_Type38
6614,95,3241,82,247,208,912,234,888,19,54,7,Wilderness_Area3,Soil_Type39
4740,351,2186,159,209,229,1276,30,1022,6,0,4,Wilderness_Area4,Soil_Type4
8359,132,2731,92,249,223,2167,408,2509,21,97,3,Wilderness_Area3,Soil_Type10
8079,227,3367,176,209,248,1245,949,2958,8,165,1,Wilderness_Area3,Soil_Type38
11580,10,3175,145,207,216,3695,700,3445,12,62,1,Wilderness_Area1,Soil_Type29
12774,123,2807,89,249,220,1082,127,2024,20,41,5,Wilderness_Area3,Soil_Type13
9811,68,2933,121,231,220,1343,30,840,10,-3,1,Wilderness_Area3,Soil_Type20
3083,253,2343,238,124,238,825,474,764,34,13,3,Wilderness_Area4,Soil_Type1
5183,109,2251,90,248,217,1719,108,576,18,30,4,Wilderness_Area4,Soil_Type3
10488,295,3381,205,167,232,1770,60,1490,18,15,7,Wilderness_Area2,Soil_Type39
9473,36,3327,113,217,200,2854,90,3587,17,-6,7,Wilderness_Area3,Soil_Type39
13658,36,3235,131,219,216,1848,30,3985,11,0,7,Wilderness_Area1,Soil_Type38
5114,119,2188,55,254,202,524,30,1401,28,14,6,Wilderness_Area4,Soil_Type2
13200,72,2439,138,226,230,618,272,659,5,96,3,Wilderness_Area4,Soil_Type6
12149,87,1977,0,241,140,134,30,60,41,23,3,Wilderness_Area4,Soil_Type1
5845,140,2287,104,245,230,789,0,1414,20,0,4,Wilderness_Area4,Soil_Type3
4705,3,2118,150,203,216,543,0,1182,12,0,4,Wilderness_Area4,Soil_Type14
7653,37,3322,108,216,196,2047,366,3466,19,101,7,Wilderness_Area3,Soil_Type39
8311,152,2782,116,240,236,1994,537,2697,20,148,5,Wilderness_Area3,Soil_Type10
1201,106,3206,135,231,232,3154,170,5590,6,15,2,Wilderness_Area1,Soil_Type29
13075,41,2272,56,204,148,696,60,604,33,2,6,Wilderness_Area4,Soil_Type10
14426,86,3520,48,247,184,3814,234,2597,27,18,7,Wilderness_Area1,Soil_Type40
6847,319,2496,202,113,186,900,150,319,34,82,3,Wilderness_Area4,Soil_Type10
3953,67,2328,113,232,215,1020,339,1340,12,145,4,Wilderness_Area4,Soil_Type6
13533,314,2409,194,166,222,484,285,42,19,79,3,Wilderness_Area4,Soil_Type10
13286,98,2390,56,251,195,459,150,540,25,45,3,Wilderness_Area4,Soil_Type1
12580,358,2266,154,202,218,433,0,902,12,0,4,Wilderness_Area4,Soil_Type6
7168,54,3145,122,226,216,2565,516,1276,11,64,1,Wilderness_Area3,Soil_Type32
14584,184,3304,136,202,236,576,247,1597,37,145,7,Wilderness_Area3,Soil_Type39
79,99,2808,130,233,230,6341,382,3107,7,95,1,Wilderness_Area1,Soil_Type12
9379,356,3409,132,139,151,4090,242,4775,36,124,7,Wilderness_Area3,Soil_Type39
210,45,2704,130,223,219,3734,323,1323,10,22,2,Wilderness_Area1,Soil_Type12
9007,357,2915,155,201,218,1358,60,1680,12,0,2,Wilderness_Area3,Soil_Type32
10402,3,3202,155,213,230,2527,524,1146,5,47,1,Wilderness_Area2,Soil_Type23
6566,185,2956,158,222,248,1452,649,607,11,124,5,Wilderness_Area3,Soil_Type4
4608,348,2179,161,201,224,1129,42,1172,10,3,4,Wilderness_Area4,Soil_Type4
4332,162,2241,151,224,241,569,0,638,5,0,4,Wilderness_Area4,Soil_Type10
8863,319,2990,183,183,226,1208,0,3315,14,0,1,Wilderness_Area3,Soil_Type23
2208,122,2895,110,243,228,2284,150,1092,14,6,2,Wilderness_Area3,Soil_Type31
10419,348,2988,161,203,225,960,30,3305,9,5,1,Wilderness_Area3,Soil_Type20
5322,75,2430,120,233,221,404,319,309,10,76,3,Wilderness_Area4,Soil_Type2
11612,39,2711,142,220,227,1215,360,999,6,-11,2,Wilderness_Area1,Soil_Type23
11598,163,2909,140,232,243,2256,433,2724,13,57,2,Wilderness_Area1,Soil_Type29
12643,138,2278,97,247,226,841,228,1429,22,120,4,Wilderness_Area4,Soil_Type3
14327,235,3091,204,182,253,815,741,1999,20,54,2,Wilderness_Area3,Soil_Type13
1289,62,2938,142,224,230,2313,162,972,5,10,2,Wilderness_Area1,Soil_Type23
2051,35,2607,121,217,206,1857,30,1317,15,14,5,Wilderness_Area3,Soil_Type13
6924,130,2699,135,233,236,424,295,872,8,30,3,Wilderness_Area3,Soil_Type2
12666,320,2123,191,164,217,1410,30,1064,20,7,4,Wilderness_Area4,Soil_Type17
505,9,2646,112,165,156,1518,60,1771,33,9,2,Wilderness_Area1,Soil_Type29
14406,145,3400,120,240,236,4121,0,4224,16,0,7,Wilderness_Area3,Soil_Type23
5575,35,2233,130,219,215,646,0,1288,11,0,4,Wilderness_Area4,Soil_Type2
9197,93,3427,85,246,209,3695,192,2371,18,30,7,Wilderness_Area1,Soil_Type38
9503,91,3202,111,238,221,2586,0,1575,12,0,1,Wilderness_Area1,Soil_Type30
4884,122,2244,42,254,195,1528,120,764,32,47,4,Wilderness_Area4,Soil_Type3
5624,47,2322,104,223,199,666,201,1180,18,63,6,Wilderness_Area4,Soil_Type10
11801,297,3040,182,195,237,866,242,2620,9,40,1,Wilderness_Area1,Soil_Type29
6906,90,2724,148,223,235,649,0,1100,2,0,5,Wilderness_Area3,Soil_Type11
1611,95,2849,25,250,173,2605,240,330,32,89,5,Wilderness_Area1,Soil_Type30
11343,160,2563,133,235,242,6723,30,1380,16,6,2,Wilderness_Area1,Soil_Type16
9124,217,2964,195,183,254,180,323,1381,26,148,2,Wilderness_Area3,Soil_Type13
15019,225,2570,181,206,250,582,376,2461,11,71,3,Wilderness_Area3,Soil_Type2
9050,143,3109,141,231,239,912,594,1892,7,61,2,Wilderness_Area3,Soil_Type32
5039,23,2255,136,212,214,1180,0,959,12,0,4,Wilderness_Area4,Soil_Type10
2625,131,2051,102,246,227,577,30,841,18,5,4,Wilderness_Area4,Soil_Type1
3961,128,2205,73,252,214,700,150,1323,26,69,4,Wilderness_Area4,Soil_Type3
3366,251,2360,222,158,248,722,335,1153,25,66,4,Wilderness_Area4,Soil_Type6
3909,299,2119,189,187,236,1343,30,1110,12,8,4,Wilderness_Area4,Soil_Type17
4191,152,2175,88,240,223,830,30,1465,31,17,4,Wilderness_Area4,Soil_Type3
13947,52,3095,105,227,203,1328,1318,2911,16,226,2,Wilderness_Area3,Soil_Type32
9986,46,3233,118,224,210,916,90,1602,13,5,7,Wilderness_Area3,Soil_Type39
5162,82,2253,46,245,180,706,0,551,28,0,6,Wilderness_Area4,Soil_Type1
2536,285,2054,221,147,232,931,342,518,24,-3,6,Wilderness_Area4,Soil_Type1
10987,345,2522,161,206,229,994,234,700,7,54,6,Wilderness_Area3,Soil_Type2
6877,165,3319,144,230,244,2509,228,3911,11,17,7,Wilderness_Area1,Soil_Type38
2578,221,2063,197,184,254,977,258,589,24,5,6,Wilderness_Area4,Soil_Type1
5603,310,2305,204,147,215,830,268,1150,24,94,6,Wilderness_Area4,Soil_Type10
9382,356,3402,153,191,207,3376,404,3826,17,70,7,Wilderness_Area3,Soil_Type40
10308,94,3332,107,240,220,1994,256,2348,13,48,1,Wilderness_Area3,Soil_Type32
6591,10,3066,138,200,204,313,306,1249,17,-28,1,Wilderness_Area3,Soil_Type24
13325,359,2487,152,199,214,1856,277,192,14,44,3,Wilderness_Area4,Soil_Type6
7936,233,2573,169,212,244,819,511,750,5,103,3,Wilderness_Area3,Soil_Type2
14998,37,2522,118,218,204,781,60,2564,16,-13,6,Wilderness_Area3,Soil_Type10
6518,33,2566,143,219,226,994,330,741,7,89,3,Wilderness_Area4,Soil_Type6
7641,117,2557,83,250,216,1418,124,1521,21,41,3,Wilderness_Area3,Soil_Type4
16,51,2495,137,224,225,5576,42,752,7,2,5,Wilderness_Area1,Soil_Type16
8718,31,3227,100,206,180,1003,454,912,24,151,1,Wilderness_Area1,Soil_Type22
12377,298,2075,198,174,233,618,0,1317,16,0,4,Wilderness_Area4,Soil_Type17
3981,205,2187,162,217,243,395,0,882,4,0,4,Wilderness_Area4,Soil_Type14
14297,15,3149,150,215,229,1591,30,323,5,2,1,Wilderness_Area1,Soil_Type23
10896,93,2376,51,250,190,920,335,331,26,102,3,Wilderness_Area3,Soil_Type3
12413,309,2178,202,157,221,390,216,636,21,114,3,Wilderness_Area4,Soil_Type10
2712,64,2675,133,227,226,698,0,1358,7,0,5,Wilderness_Area3,Soil_Type33
1061,72,2717,114,233,217,1982,85,1437,12,9,2,Wilderness_Area1,Soil_Type29
1211,54,3154,109,228,207,3302,361,5023,15,67,1,Wilderness_Area1,Soil_Type30
1468,85,3057,96,241,211,2467,592,1482,16,56,2,Wilderness_Area1,Soil_Type29
4095,134,2228,80,250,218,850,124,1442,26,70,4,Wilderness_Area4,Soil_Type3
14389,128,3163,115,242,231,2442,42,1396,14,1,1,Wilderness_Area1,Soil_Type22
8820,333,2739,165,205,232,2155,170,1600,6,55,5,Wilderness_Area3,Soil_Type10
8208,41,3154,143,221,228,534,85,1984,5,11,1,Wilderness_Area1,Soil_Type23
10011,267,3136,215,166,244,2399,255,190,20,42,1,Wilderness_Area2,Soil_Type22
11339,175,2454,130,221,240,871,175,190,29,68,3,Wilderness_Area3,Soil_Type4
7968,319,2571,166,208,235,1579,277,1434,4,18,5,Wilderness_Area3,Soil_Type2
4604,136,2188,106,245,230,1209,30,1082,18,7,4,Wilderness_Area4,Soil_Type3
2647,56,2056,135,225,226,218,0,858,7,0,4,Wilderness_Area4,Soil_Type1
9439,140,3110,122,240,235,1930,175,1064,14,-3,1,Wilderness_Area1,Soil_Type23
6875,173,2741,147,228,246,604,90,1012,14,8,3,Wilderness_Area3,Soil_Type2
7958,163,3143,130,234,242,1964,1092,3161,19,176,2,Wilderness_Area3,Soil_Type33
3155,192,2348,162,220,248,518,234,895,9,54,4,Wilderness_Area4,Soil_Type6
8610,68,3362,142,224,231,2469,470,1054,4,40,7,Wilderness_Area3,Soil_Type32
942,282,2943,196,184,241,2002,60,4841,13,8,5,Wilderness_Area1,Soil_Type29
10606,125,3293,63,253,208,3728,108,633,28,-37,2,Wilderness_Area2,Soil_Type25
11897,87,2887,35,247,175,2081,300,371,30,-12,5,Wilderness_Area1,Soil_Type30
1513,85,2720,43,246,180,1860,150,153,28,70,5,Wilderness_Area1,Soil_Type30
10943,223,2583,183,204,251,1150,0,2942,12,0,6,Wilderness_Area3,Soil_Type4
2329,240,2705,191,196,250,1159,120,1434,13,10,5,Wilderness_Area3,Soil_Type33
4850,103,2142,112,240,224,301,0,1431,12,0,4,Wilderness_Area4,Soil_Type3
6409,32,2400,78,196,157,658,85,408,31,53,6,Wilderness_Area4,Soil_Type10
402,107,2861,129,234,231,3406,30,3434,8,0,2,Wilderness_Area1,Soil_Type23
63,90,2705,129,232,228,6615,134,2023,8,22,2,Wilderness_Area1,Soil_Type12
14069,86,3417,0,234,120,607,342,2405,46,186,7,Wilderness_Area3,Soil_Type39
8591,292,2879,218,146,228,1869,671,2040,24,178,5,Wilderness_Area3,Soil_Type13
10568,132,3229,100,247,227,2940,30,1120,19,8,2,Wilderness_Area2,Soil_Type23
7016,344,2713,162,205,228,1329,30,1489,8,0,5,Wilderness_Area3,Soil_Type10
768,171,2711,153,224,243,1803,108,845,6,9,1,Wilderness_Area1,Soil_Type12
8067,144,2761,138,232,239,2139,190,2569,8,31,5,Wilderness_Area3,Soil_Type11
6141,120,2448,132,234,234,1302,30,390,8,4,4,Wilderness_Area4,Soil_Type6
7812,203,3047,166,217,247,1400,258,2207,7,47,2,Wilderness_Area3,Soil_Type32
5715,269,2431,218,162,242,272,421,960,21,161,6,Wilderness_Area4,Soil_Type10
15064,164,2423,149,227,242,234,0,1744,7,0,6,Wilderness_Area3,Soil_Type16
8895,288,3270,184,195,239,577,547,2490,9,-4,1,Wilderness_Area3,Soil_Type32
725,93,2653,111,239,222,1833,511,424,12,43,2,Wilderness_Area1,Soil_Type29
1813,78,2693,40,242,174,1524,67,95,29,25,5,Wilderness_Area1,Soil_Type30
6244,357,2464,153,197,213,1129,382,541,14,73,6,Wilderness_Area4,Soil_Type10
13875,29,2695,137,217,219,1930,162,2208,10,16,6,Wilderness_Area3,Soil_Type32
7276,27,3148,137,215,217,2704,446,2873,11,40,1,Wilderness_Area3,Soil_Type32
12708,145,2254,140,231,239,404,0,342,8,0,4,Wilderness_Area4,Soil_Type10
13584,54,2759,137,224,226,2509,0,671,6,0,5,Wilderness_Area3,Soil_Type17
1206,55,2715,119,227,215,2022,127,134,12,38,5,Wilderness_Area1,Soil_Type29
1545,66,2733,59,234,177,2081,108,201,26,24,5,Wilderness_Area1,Soil_Type30
10854,160,2775,133,235,242,1383,390,2953,16,183,3,Wilderness_Area3,Soil_Type4
14152,43,3033,113,221,204,3532,180,1892,16,17,1,Wilderness_Area3,Soil_Type26
9105,67,3101,135,227,228,1657,170,824,6,1,1,Wilderness_Area1,Soil_Type23
7988,45,3239,138,222,225,977,201,2754,7,-6,1,Wilderness_Area1,Soil_Type22
5311,124,2241,77,252,215,1806,42,499,24,16,4,Wilderness_Area4,Soil_Type3
7931,47,2560,135,223,223,1830,60,1710,8,-1,6,Wilderness_Area3,Soil_Type2
8777,342,2751,166,193,220,2279,376,1872,13,56,6,Wilderness_Area3,Soil_Type10
10726,93,2553,120,236,225,1144,30,743,10,-1,6,Wilderness_Area3,Soil_Type11
6543,190,2818,157,209,249,2866,67,1231,26,25,5,Wilderness_Area3,Soil_Type4
3402,105,2780,75,250,208,1398,108,819,21,25,5,Wilderness_Area3,Soil_Type13
1202,61,2850,88,232,196,2442,577,603,20,176,5,Wilderness_Area1,Soil_Type24
7237,192,2589,160,208,249,1348,150,1040,26,61,3,Wilderness_Area3,Soil_Type4
4294,81,2348,112,236,219,1358,382,1008,12,155,4,Wilderness_Area4,Soil_Type6
1434,53,2856,63,223,169,1530,335,350,28,195,5,Wilderness_Area1,Soil_Type29
9083,210,3349,172,212,250,2030,242,3756,10,33,7,Wilderness_Area3,Soil_Type38
3904,159,2129,149,226,241,1412,0,1195,6,0,4,Wilderness_Area4,Soil_Type17
6200,33,2316,124,216,208,454,0,532,14,0,4,Wilderness_Area4,Soil_Type17
3700,190,2231,157,209,249,577,258,1153,26,106,4,Wilderness_Area4,Soil_Type3
2962,63,2140,29,227,150,331,150,350,34,89,4,Wilderness_Area4,Soil_Type10
11010,184,2544,147,214,246,902,90,2274,27,23,3,Wilderness_Area3,Soil_Type4
6053,314,2413,185,185,230,1471,162,722,13,48,6,Wilderness_Area4,Soil_Type11
5741,338,2300,172,155,194,510,42,1440,26,19,6,Wilderness_Area4,Soil_Type10
11134,348,2367,160,175,200,769,30,510,21,11,6,Wilderness_Area3,Soil_Type10
10088,1,3222,140,177,186,1682,212,1926,24,35,1,Wilderness_Area3,Soil_Type39
2968,289,1979,230,123,220,531,60,218,30,37,3,Wilderness_Area4,Soil_Type10
13402,96,2894,125,234,228,2470,124,849,9,0,2,Wilderness_Area3,Soil_Type32
11102,106,2351,87,248,214,780,60,350,19,10,3,Wilderness_Area3,Soil_Type4
5379,351,2244,159,202,223,437,30,1415,10,-6,6,Wilderness_Area4,Soil_Type14
14651,293,3361,175,203,239,618,127,2523,6,25,7,Wilderness_Area3,Soil_Type39
6657,62,3340,102,232,206,2095,661,2278,16,125,1,Wilderness_Area1,Soil_Type40
8173,80,2698,118,234,221,2553,0,2164,11,0,5,Wilderness_Area3,Soil_Type11
7189,89,2577,58,248,192,1077,95,1495,25,16,3,Wilderness_Area3,Soil_Type4
13120,144,2369,94,246,226,1790,242,234,25,128,4,Wilderness_Area4,Soil_Type3
4330,38,2262,99,215,188,618,60,553,21,11,3,Wilderness_Area4,Soil_Type10
3515,208,2311,182,197,254,474,300,1022,23,191,4,Wilderness_Area4,Soil_Type3
11334,141,2660,84,247,221,1476,497,474,27,251,3,Wilderness_Area3,Soil_Type4
4216,136,2307,117,242,233,335,127,108,15,26,3,Wilderness_Area4,Soil_Type11
10016,52,3249,123,226,216,984,150,1679,11,-5,7,Wilderness_Area3,Soil_Type39
10715,60,2590,126,228,221,1533,153,987,9,12,6,Wilderness_Area3,Soil_Type11
2364,67,1903,100,234,207,969,108,120,16,36,3,Wilderness_Area4,Soil_Type3
8434,146,2955,91,245,225,830,391,1931,27,204,5,Wilderness_Area3,Soil_Type13
9876,76,3267,121,232,222,2251,285,1254,10,55,1,Wilderness_Area1,Soil_Type23
9497,11,3312,142,205,212,2230,525,2800,14,107,7,Wilderness_Area3,Soil_Type38
2537,237,2112,214,167,252,1065,234,540,25,48,6,Wilderness_Area4,Soil_Type1
13146,314,2351,189,176,226,994,270,1260,16,68,6,Wilderness_Area4,Soil_Type11
11435,23,2962,136,213,214,6252,153,4996,12,30,2,Wilderness_Area1,Soil_Type12
642,35,2690,144,219,227,2123,0,2751,6,0,5,Wilderness_Area1,Soil_Type16
1567,88,3262,137,228,231,420,242,6300,5,10,1,Wilderness_Area1,Soil_Type22
11628,85,3017,136,228,230,1112,256,4224,6,46,2,Wilderness_Area1,Soil_Type30
835,99,2787,125,235,228,2136,30,1964,9,2,1,Wilderness_Area1,Soil_Type12
5150,90,2430,132,231,229,1215,85,992,7,15,3,Wilderness_Area4,Soil_Type6
4874,331,2177,172,192,225,1338,0,636,12,0,4,Wilderness_Area4,Soil_Type16
1624,68,2633,130,228,225,1594,42,979,8,2,5,Wilderness_Area3,Soil_Type20
4329,5,2285,140,192,199,492,108,417,19,25,3,Wilderness_Area4,Soil_Type10
10283,106,3406,88,248,215,1979,216,2542,18,44,7,Wilderness_Area3,Soil_Type39
5746,99,2344,71,250,204,973,42,942,22,10,3,Wilderness_Area4,Soil_Type5
2714,281,2740,182,199,241,774,30,1952,8,4,5,Wilderness_Area3,Soil_Type31
1952,113,2161,34,254,188,390,458,524,32,142,3,Wilderness_Area4,Soil_Type1
4480,41,2396,133,221,220,1544,433,808,9,199,4,Wilderness_Area4,Soil_Type6
13255,149,2315,105,243,232,787,95,1482,23,31,3,Wilderness_Area4,Soil_Type3
